# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/pantoea.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/pantoea/counts_pantoea.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/P_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_P_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	P_1.sorted.bam	P_2.sorted.bam	P_3.sorted.bam	CK_P_1.sorted.bam	CK_P_2.sorted.bam	CK_P_3.sorted.bam
ACSMXK_01460.t01	CP195787	313934	314884	-	951	670	746	605	1914	1922	2029
ACSMXK_01465.t01	CP195787	314877	315863	-	987	588	540	498	1527	1742	1842
ACSMXK_01470.t01	CP195787	315863	316756	-	894	430	465	452	1214	1167	1354
ACSMXK_01475.t01	CP195787	316760	317776	-	1017	491	410	432	1060	962	1038
ACSMXK_01480.t01	CP195787	317831	319396	-	1566	2252	2015	1876	8937	9268	7761
ACSMXK_01485.t01	CP195787	319393	319977	-	585	613	521	504	793	905	934
ACSMXK_01490.t01	CP195787	319996	320862	-	867	1383	1500	968	2031	2323	2216
ACSMXK_01495.t01	CP195787	321472	321669	+	198	587	780	702	120	165	187
ACSMXK_01500.t01	CP195787	321671	322492	+	822	1723	2447	2123	362	468	613
ACSMXK_01505.t01	CP195787	322625	323305	+	681	1289	1742	1605	486	546	635
ACSMXK_01510.t01	CP195787	323428	324084	+	657	1695	2102	1810	460	575	580
ACSMXK_01515.t01	CP195787	324094	324570	-	477	1507	1283	850	1068	1215	1419
ACSMXK_01520.t01	CP195787	324857	325834	-	978	2036	2283	1753	253	346	436
ACSMXK_01525.t01	CP195787	325963	327468	-	1506	4865	6914	4877	1546	1661	1880
ACSMXK_01530.t01	CP195787	327908	328276	+	369	383	497	333	90	114	100
ACSMXK_01535.t01	CP195787	328330	329910	-	1581	1812	2295	2039	721	712	724
ACSMXK_01540.t01	CP195787	330309	331493	-	1185	1131	1519	1447	166	125	212
ACSMXK_01545.t01	CP195787	331641	332324	+	684	271	434	381	159	240	237
ACSMXK_01550.t01	CP195787	332313	333368	-	1056	1745	2750	2393	809	833	1089
ACSMXK_01555.t01	CP195787	333586	334965	-	1380	4030	4662	4743	110	98	99
ACSMXK_01560.t01	CP195787	335625	337130	+	1506	2171	2829	2178	945	892	875
ACSMXK_01565.t01	CP195787	337212	338030	+	819	1547	1702	1400	390	412	478
ACSMXK_01570.t01	CP195787	338186	339052	-	867	2395	2727	2024	695	871	835
ACSMXK_01575.t01	CP195787	339261	340157	-	897	1256	1370	1080	1124	1204	995
ACSMXK_01580.t01	CP195787	340185	341195	-	1011	1240	1406	1102	856	922	789
ACSMXK_01585.t01	CP195787	341256	343196	-	1941	3089	3462	2632	2558	2258	2239
ACSMXK_01590.t01	CP195787	343722	345644	+	1923	3114	3245	2582	859	847	976
ACSMXK_01595.t01	CP195787	345737	346291	-	555	1141	1455	1181	330	309	373
ACSMXK_01600.t01	CP195787	346409	347074	-	666	246	310	210	58	68	70
ACSMXK_01605.t01	CP195787	347280	347531	+	252	477	612	422	183	184	194
ACSMXK_01610.t01	CP195787	347556	349844	-	2289	6703	7178	6395	1439	1553	1529
ACSMXK_01615.t01	CP195787	349932	350561	-	630	1825	2677	2486	899	1076	1195
ACSMXK_01620.t01	CP195787	350714	351070	+	357	1564	2000	1641	523	622	754
ACSMXK_01625.t01	CP195787	351099	351368	-	270	387	531	447	121	128	167
ACSMXK_01630.t01	CP195787	351358	351957	-	600	1069	1425	1016	311	306	341
ACSMXK_01635.t01	CP195787	352191	353900	+	1710	3750	5108	4233	960	1176	1190
ACSMXK_01640.t01	CP195787	353906	354574	+	669	2049	3264	2756	814	813	1031
ACSMXK_01645.t01	CP195787	354564	355547	+	984	2574	4074	3104	873	921	1200
ACSMXK_01650.t01	CP195787	355778	356635	+	858	12140	17035	13807	4700	5068	5908
ACSMXK_01655.t01	CP195787	356679	357065	-	387	673	946	846	720	777	797
ACSMXK_01660.t01	CP195787	357467	358591	+	1125	14154	18382	14947	7611	8694	9539
ACSMXK_01665.t01	CP195787	358720	359646	+	927	3753	4784	3918	1184	1281	1622
ACSMXK_01670.t01	CP195787	359643	360914	+	1272	3252	4623	3864	1141	1250	1725
ACSMXK_01675.t01	CP195787	360911	361678	+	768	3619	4601	4374	1620	1891	2304
ACSMXK_01680.t01	CP195787	361680	362387	+	708	3563	4476	3974	1593	1809	2208
ACSMXK_01685.t01	CP195787	362672	363988	+	1317	458	617	548	380	377	291
ACSMXK_01690.t01	CP195787	364044	364931	+	888	140	152	117	55	45	52
ACSMXK_01695.t01	CP195787	364928	365773	+	846	154	155	156	65	67	66
ACSMXK_01700.t01	CP195787	365776	366849	+	1074	338	413	357	115	149	132
ACSMXK_01705.t01	CP195787	366846	367589	+	744	1445	1780	1633	685	917	1129
ACSMXK_01710.t01	CP195787	367586	367873	-	288	3865	4881	4661	10217	9590	12559
ACSMXK_01715.t01	CP195787	368081	369826	+	1746	2135	2691	2217	407	390	384
ACSMXK_01720.t01	CP195787	369860	370354	-	495	330	366	330	103	152	134
ACSMXK_01725.t01	CP195787	370714	371409	+	696	1202	1336	1105	541	556	706
ACSMXK_01730.t01	CP195787	371526	372521	+	996	1802	2264	1975	542	615	671
ACSMXK_01735.t01	CP195787	372658	373194	+	537	1045	1459	1228	366	412	435
ACSMXK_01740.t01	CP195787	373198	374538	+	1341	634	907	756	214	205	222
ACSMXK_01745.t01	CP195787	374581	375174	-	594	1315	1602	1353	427	552	594
ACSMXK_01750.t01	CP195787	375394	376503	+	1110	10351	12990	10784	2819	3130	3442
ACSMXK_01755.t01	CP195787	377400	379583	+	2184	11265	16616	14444	4862	5246	6885
ACSMXK_01760.t01	CP195787	379580	381559	+	1980	4924	7024	6419	2123	2196	2719
ACSMXK_01765.t01	CP195787	381573	382865	+	1293	10041	14300	13212	5294	5542	7003
ACSMXK_01770.t01	CP195787	382929	384362	+	1434	10183	14430	12828	3399	3570	4310
ACSMXK_01775.t01	CP195787	384381	386828	+	2448	14091	19940	18328	7637	7642	8565
ACSMXK_01780.t01	CP195787	388768	390273	-	1506	6150	12606	6586	681	789	792
ACSMXK_01785.t01	CP195787	390505	390831	+	327	613	814	691	157	193	202
ACSMXK_01790.t01	CP195787	390861	391679	+	819	792	991	753	174	185	241
ACSMXK_01795.t01	CP195787	391719	392477	+	759	1717	1881	1612	379	386	475
ACSMXK_01800.t01	CP195787	392630	395035	+	2406	4059	5786	4918	2235	2554	2674
ACSMXK_01805.t01	CP195787	395045	397117	+	2073	5303	7798	6333	2604	2886	3407
ACSMXK_01810.t01	CP195787	397155	397730	-	576	2654	3743	2974	1174	1343	1475
ACSMXK_01815.t01	CP195787	397789	398469	-	681	739	902	743	236	212	312
ACSMXK_01820.t01	CP195787	398508	399284	+	777	595	742	646	203	224	209
ACSMXK_01825.t01	CP195787	399454	399723	+	270	27127	39678	35080	23284	24206	31131
ACSMXK_01830.t01	CP195787	399724	401409	-	1686	9870	14162	12435	4533	4966	6125
ACSMXK_01835.t01	CP195787	401634	403958	-	2325	2938	3833	2950	647	608	607
ACSMXK_01840.t01	CP195787	404058	404534	-	477	1156	1523	1264	568	540	594
ACSMXK_01845.t01	CP195787	404683	404931	-	249	207	303	178	105	73	129
ACSMXK_01850.t01	CP195787	405465	406184	+	720	3354	4456	3820	905	1064	926
ACSMXK_01855.t01	CP195787	406181	407545	+	1365	1246	1624	1423	330	374	371
ACSMXK_01860.t01	CP195787	407582	409201	-	1620	1931	2249	2011	2796	2137	2051
ACSMXK_01865.t01	CP195787	409483	410349	-	867	3818	5490	4616	1199	1225	1336
ACSMXK_01870.t01	CP195787	410396	410797	-	402	922	1142	1253	255	325	369
ACSMXK_01875.t01	CP195787	410794	411459	-	666	1088	1545	1310	480	531	505
ACSMXK_01880.t01	CP195787	411517	413652	-	2136	8931	12763	10200	1431	1492	1806
ACSMXK_01885.t01	CP195787	414040	414606	+	567	3271	4524	3709	1042	1054	1312
ACSMXK_01890.t01	CP195787	414669	417221	-	2553	5794	7419	5495	950	943	1145
ACSMXK_01895.t01	CP195787	417338	418144	+	807	524	731	570	212	209	192
ACSMXK_01900.t01	CP195787	418144	418686	+	543	52	80	68	14	21	19
ACSMXK_01905.t01	CP195787	418679	419167	+	489	75	128	87	12	12	24
ACSMXK_01910.t01	CP195787	419154	419549	+	396	68	90	53	15	23	28
ACSMXK_01915.t01	CP195787	419485	420756	+	1272	411	544	418	58	66	57
ACSMXK_01920.t01	CP195787	421120	421641	+	522	4421	4892	3953	457	535	625
ACSMXK_01925.t01	CP195787	421680	422768	+	1089	2853	3673	2619	656	645	712
ACSMXK_01930.t01	CP195787	422840	423895	+	1056	2817	3356	2455	708	736	715
ACSMXK_01935.t01	CP195787	423992	424804	+	813	1396	1698	1224	293	309	369
ACSMXK_01940.t01	CP195787	424871	425554	+	684	1323	1523	1167	267	227	239
ACSMXK_01945.t01	CP195787	425538	426215	+	678	1085	1291	1102	243	258	256
ACSMXK_01950.t01	CP195787	426233	427237	+	1005	2906	3296	2796	1058	1116	1064
ACSMXK_01955.t01	CP195787	427591	428874	+	1284	1627	1997	1455	712	699	741
ACSMXK_01960.t01	CP195787	428911	430089	-	1179	2251	2923	2165	855	846	910
ACSMXK_01965.t01	CP195787	430349	430921	+	573	4243	4339	3153	1830	2123	2111
ACSMXK_01970.t01	CP195787	431000	431170	+	171	1203	1447	1208	495	612	619
ACSMXK_01975.t01	CP195787	431160	431759	+	600	3017	4054	3149	1609	1789	2065
ACSMXK_01980.t01	CP195787	431921	432496	+	576	711	1044	749	194	200	185
ACSMXK_01985.t01	CP195787	432585	433805	+	1221	4319	6091	5384	706	694	778
ACSMXK_01990.t01	CP195787	433807	435882	-	2076	1611	2201	1723	303	318	346
ACSMXK_01995.t01	CP195787	435941	436573	-	633	12701	14953	11273	2010	2407	2341
ACSMXK_02000.t01	CP195787	436876	437280	+	405	1864	2145	1817	720	784	933
ACSMXK_02005.t01	CP195787	437310	438179	-	870	3155	3880	3099	865	836	933
ACSMXK_02010.t01	CP195787	438241	438459	-	219	312	433	390	118	140	164
ACSMXK_02015.t01	CP195787	438464	439480	-	1017	735	1117	854	314	306	375
ACSMXK_02020.t01	CP195787	439533	440135	+	603	861	1040	714	84	133	142
ACSMXK_02025.t01	CP195787	440138	441118	-	981	665	787	653	226	168	225
ACSMXK_02030.t01	CP195787	441354	442331	+	978	249	178	162	42	48	58
ACSMXK_02035.t01	CP195787	442342	443109	+	768	127	66	28	22	21	19
ACSMXK_02040.t01	CP195787	443106	443936	+	831	166	61	32	27	34	26
ACSMXK_02045.t01	CP195787	443933	444772	+	840	461	385	280	77	68	86
ACSMXK_02050.t01	CP195787	444826	446730	-	1905	2784	3722	2642	618	647	730
ACSMXK_02055.t01	CP195787	446842	447393	+	552	716	817	663	214	226	250
ACSMXK_02060.t01	CP195787	447394	449199	+	1806	1953	2377	2078	747	766	920
ACSMXK_02065.t01	CP195787	449223	449417	+	195	843	987	937	280	308	371
ACSMXK_02070.t01	CP195787	449614	450162	+	549	18200	25685	22253	7310	8720	10564
ACSMXK_02075.t01	CP195787	450281	450499	-	219	708	789	594	282	280	242
ACSMXK_02080.t01	CP195787	450769	451605	+	837	7469	8628	6557	2005	2398	2335
ACSMXK_02085.t01	CP195787	451764	452486	+	723	4461	5098	4083	1251	1603	1661
ACSMXK_02090.t01	CP195787	452486	452872	+	387	799	991	799	322	356	363
ACSMXK_02095.t01	CP195787	452872	453231	+	360	527	620	556	240	229	226
ACSMXK_02100.t01	CP195787	453241	453528	+	288	1310	1708	1611	479	489	563
ACSMXK_02105.t01	CP195787	453657	454031	+	375	17934	22999	18759	2950	3390	3667
ACSMXK_02110.t01	CP195787	454128	454598	+	471	17261	21143	16995	2325	2687	3086
ACSMXK_02115.t01	CP195787	454692	456806	+	2115	77200	90374	77447	13282	13804	14424
ACSMXK_02120.t01	CP195787	456875	458059	+	1185	47960	56283	47259	10335	10979	11640
ACSMXK_02125.t01	CP195787	458237	458431	+	195	230	225	202	56	93	118
ACSMXK_02130.t01	CP195787	458538	459011	+	474	8069	11708	10386	13003	16693	18836
ACSMXK_02135.t01	CP195787	458998	459771	-	774	1174	1628	1419	490	639	738
ACSMXK_02140.t01	CP195787	460173	460484	+	312	8615	9022	6710	74	103	123
ACSMXK_02145.t01	CP195787	460517	461146	+	630	13064	11995	10763	163	129	139
ACSMXK_02150.t01	CP195787	461157	461762	+	606	9465	8501	7419	145	142	187
ACSMXK_02155.t01	CP195787	461759	462061	+	303	5417	4849	4612	93	89	81
ACSMXK_02160.t01	CP195787	462079	462900	+	822	21138	19291	17459	533	527	573
ACSMXK_02165.t01	CP195787	462917	463195	+	279	6535	5620	5513	289	271	266
ACSMXK_02170.t01	CP195787	463209	463541	+	333	7326	6308	6417	225	211	207
ACSMXK_02175.t01	CP195787	463559	464257	+	699	17231	15594	14790	839	836	960
ACSMXK_02180.t01	CP195787	464269	464679	+	411	5360	4366	4854	297	276	319
ACSMXK_02185.t01	CP195787	464679	464870	+	192	1543	1415	1347	53	102	93
ACSMXK_02190.t01	CP195787	464870	465124	+	255	3103	2972	2756	219	254	313
ACSMXK_02195.t01	CP195787	465293	465664	+	372	16352	18114	14361	1448	1701	1905
ACSMXK_02200.t01	CP195787	465675	465989	+	315	9140	9903	7916	786	929	1047
ACSMXK_02205.t01	CP195787	466004	466543	+	540	13880	15659	12293	2181	2200	2116
ACSMXK_02210.t01	CP195787	466558	466863	+	306	8684	9380	7830	823	967	890
ACSMXK_02215.t01	CP195787	466896	467288	+	393	7900	8080	6633	446	505	524
ACSMXK_02220.t01	CP195787	467301	467834	+	534	9954	10127	8970	1216	1345	1240
ACSMXK_02225.t01	CP195787	467844	468197	+	354	3929	4269	3856	392	499	437
ACSMXK_02230.t01	CP195787	468212	468712	+	501	8810	8522	7898	939	1023	1099
ACSMXK_02235.t01	CP195787	468718	468897	+	180	796	753	621	119	130	133
ACSMXK_02240.t01	CP195787	468901	469335	+	435	6667	6881	6459	783	730	732
ACSMXK_02245.t01	CP195787	469343	470674	+	1332	32969	36240	34368	4501	4631	5038
ACSMXK_02250.t01	CP195787	470707	470823	+	117	9158	10468	9035	1743	1916	1709
ACSMXK_02255.t01	CP195787	470968	471324	+	357	25390	26963	23018	2814	3160	3332
ACSMXK_02260.t01	CP195787	471341	471730	+	390	20706	22338	19945	2513	2719	2615
ACSMXK_02265.t01	CP195787	471763	472383	+	621	27881	31197	26171	4189	4254	4456
ACSMXK_02270.t01	CP195787	472409	473398	+	990	45411	49896	43596	7145	6942	7254
ACSMXK_02275.t01	CP195787	473439	473825	+	387	11798	12590	10423	1395	1588	1623
ACSMXK_02280.t01	CP195787	473919	474287	+	369	949	1149	1055	692	701	752
ACSMXK_02285.t01	CP195787	474375	474629	+	255	144	196	134	155	173	151
ACSMXK_02290.t01	CP195787	474604	475014	-	411	4784	7050	5699	4693	4724	5912
ACSMXK_02295.t01	CP195787	475124	476500	-	1377	2722	3225	2596	1569	1458	1569
ACSMXK_02300.t01	CP195787	476521	477819	-	1299	2179	2742	2058	599	712	670
ACSMXK_02305.t01	CP195787	477867	478811	-	945	4295	6026	4713	1601	1616	1783
ACSMXK_02310.t01	CP195787	478832	479344	-	513	6330	8325	6765	2686	2905	3292
ACSMXK_02315.t01	CP195787	479462	480586	+	1125	4014	5883	5320	2845	2788	3405
ACSMXK_02320.t01	CP195787	480558	481031	+	474	16678	22045	19710	14211	16198	17199
ACSMXK_02325.t01	CP195787	481055	481600	+	546	3034	3861	3347	1176	1286	1485
ACSMXK_02330.t01	CP195787	481610	482182	+	573	1668	2428	2008	666	718	792
ACSMXK_02335.t01	CP195787	482186	483004	+	819	751	875	751	210	240	166
ACSMXK_02340.t01	CP195787	483001	483258	+	258	143	187	190	44	48	36
ACSMXK_02345.t01	CP195787	483213	483779	-	567	1475	1762	1549	776	819	920
ACSMXK_02350.r01	CP195787	484270	485811	+	1542	214	326	294	107	88	120
ACSMXK_02355.r01	CP195787	485975	486050	+	76	1642	2161	1716	180	183	205
ACSMXK_02360.r01	CP195787	486399	489303	+	2905	354	520	551	162	189	173
ACSMXK_02365.r01	CP195787	489407	489522	+	116	6	1	5	55	36	19
ACSMXK_02370.r01	CP195787	489578	489653	+	76	0	1	0	13	2	1
ACSMXK_02375.r01	CP195787	489691	489806	+	116	3	0	3	23	11	1
ACSMXK_02380.t01	CP195787	490332	491090	-	759	2522	3030	2245	2317	2860	2743
ACSMXK_02385.t01	CP195787	491098	492198	-	1101	2106	2974	2020	1597	1964	2098
ACSMXK_02390.t01	CP195787	492214	493392	-	1179	2922	3174	2863	1533	1783	2029
ACSMXK_02395.t01	CP195787	493461	494486	-	1026	13153	12694	12340	12262	14040	13034
ACSMXK_02400.t01	CP195787	495033	495329	-	297	197	246	180	49	54	46
ACSMXK_02405.t01	CP195787	495353	496318	-	966	6251	7288	4983	1129	1068	926
ACSMXK_02410.t01	CP195787	496719	497603	-	885	1630	2388	1775	384	404	443
ACSMXK_02415.t01	CP195787	497619	499064	-	1446	1063	1157	1053	254	273	304
ACSMXK_02420.t01	CP195787	499054	499296	-	243	76	128	77	44	38	34
ACSMXK_02425.t01	CP195787	499369	500718	-	1350	3406	4008	3039	1028	1055	989
ACSMXK_02430.t01	CP195787	500730	501194	-	465	1514	1840	1433	319	313	328
ACSMXK_02435.t01	CP195787	501220	501672	-	453	3244	3633	2807	402	522	523
ACSMXK_02440.t01	CP195787	501894	502496	-	603	974	1210	1161	1101	1321	1708
ACSMXK_02445.t01	CP195787	502497	503501	-	1005	2618	3685	2973	4935	5328	6783
ACSMXK_02450.t01	CP195787	503784	505733	+	1950	3318	4062	3564	806	1089	1255
ACSMXK_02455.t01	CP195787	506043	507086	+	1044	8101	9622	7302	3778	4156	4433
ACSMXK_02460.t01	CP195787	507234	508256	+	1023	4062	4485	3194	632	603	678
ACSMXK_02465.t01	CP195787	508253	508741	+	489	480	516	382	115	95	72
ACSMXK_02470.t01	CP195787	508750	509331	+	582	1742	2309	1795	495	610	688
ACSMXK_02475.t01	CP195787	509333	510802	+	1470	4093	5431	4336	2125	2575	2753
ACSMXK_02480.t01	CP195787	510936	514763	+	3828	4873	6392	5192	2104	2234	2587
ACSMXK_02485.t01	CP195787	514829	516274	+	1446	6910	9090	7392	4079	4392	4788
ACSMXK_02490.t01	CP195787	516455	517372	-	918	948	1165	878	175	191	197
ACSMXK_02495.t01	CP195787	517602	517805	+	204	500	773	580	295	317	347
ACSMXK_02500.t01	CP195787	517813	518745	+	933	753	1105	911	197	278	297
ACSMXK_02505.t01	CP195787	518755	520707	+	1953	1794	2581	1907	478	603	517
ACSMXK_02510.t01	CP195787	520821	522275	+	1455	3526	5610	5212	1771	2079	2451
ACSMXK_02515.t01	CP195787	522331	522615	+	285	335	524	482	83	96	110
ACSMXK_02520.t01	CP195787	522758	523726	+	969	5906	7050	5827	2886	3050	3319
ACSMXK_02525.t01	CP195787	523932	524195	-	264	1767	3138	1765	1523	1495	1398
ACSMXK_02530.t01	CP195787	524290	524562	-	273	1333	2449	1325	670	655	625
ACSMXK_02535.t01	CP195787	524636	524899	-	264	1561	2974	1372	653	585	570
ACSMXK_02540.t01	CP195787	525385	525855	-	471	3606	4191	4078	337	327	304
ACSMXK_02545.t01	CP195787	526392	527330	+	939	13909	18758	16868	7815	8533	10274
ACSMXK_02550.t01	CP195787	527468	530806	-	3339	3169	3758	2841	567	606	694
ACSMXK_02555.t01	CP195787	530818	531714	-	897	2192	2902	2205	396	451	486
ACSMXK_02560.t01	CP195787	531807	532856	-	1050	3599	4699	3793	832	929	1026
ACSMXK_02565.t01	CP195787	532956	533504	+	549	2024	2689	2058	852	787	926
ACSMXK_02570.r01	CP195787	533658	533733	+	76	195	314	238	57	55	79
ACSMXK_02575.r01	CP195787	533760	533835	+	76	120	46	40	2	4	2
ACSMXK_02580.r01	CP195787	533862	533937	+	76	344	373	225	69	58	81
ACSMXK_02585.t01	CP195787	534280	535419	-	1140	1585	1899	1578	345	305	348
ACSMXK_02590.t01	CP195787	535418	536938	+	1521	2209	2772	2493	1087	1141	1423
ACSMXK_02595.t01	CP195787	536935	537411	+	477	1106	1204	1115	266	258	333
ACSMXK_02600.t01	CP195787	537408	539084	+	1677	2987	3935	3173	767	921	1030
ACSMXK_02605.t01	CP195787	539134	540978	+	1845	3856	3411	2660	1229	1368	1340
ACSMXK_02610.t01	CP195787	540971	541921	+	951	24063	23998	19254	10334	12039	12477
ACSMXK_02615.t01	CP195787	542026	542340	+	315	12005	14410	11520	4672	5513	6131
ACSMXK_02620.t01	CP195787	542416	543696	+	1281	18976	21752	17297	3558	4278	5171
ACSMXK_02625.t01	CP195787	543874	545106	+	1233	15919	17937	15271	1888	2018	1940
ACSMXK_02630.t01	CP195787	545110	546114	+	1005	9036	10468	8905	894	1018	971
ACSMXK_02635.t01	CP195787	546170	546370	+	201	432	567	415	48	67	45
ACSMXK_02640.t01	CP195787	546537	547835	+	1299	22088	30002	24250	3218	3429	3572
ACSMXK_02645.t01	CP195787	548058	548501	+	444	4367	5303	4678	2300	2104	3041
ACSMXK_02650.t01	CP195787	548518	550953	+	2436	10754	12868	10200	3722	3874	4265
ACSMXK_02655.t01	CP195787	551020	551754	+	735	1933	2222	1781	736	892	912
ACSMXK_02660.t01	CP195787	551840	553468	+	1629	4251	6116	5660	4910	5151	6301
ACSMXK_02665.t01	CP195787	553442	553768	-	327	2096	3041	2936	1782	1847	2325
ACSMXK_02670.t01	CP195787	553826	555757	-	1932	1309	1558	1275	457	422	472
ACSMXK_02675.t01	CP195787	555912	556661	+	750	1736	3045	2596	499	574	674
ACSMXK_02680.t01	CP195787	556923	557318	+	396	11380	11495	8481	480	532	599
ACSMXK_02685.t01	CP195787	557325	557642	+	318	4072	4108	3572	198	195	233
ACSMXK_02690.t01	CP195787	557647	557874	+	228	2294	2237	1804	207	209	250
ACSMXK_02695.t01	CP195787	557914	558363	+	450	8470	8150	6770	809	664	752
ACSMXK_02700.t01	CP195787	558744	559409	-	666	1769	2521	2187	738	992	1117
ACSMXK_02705.t01	CP195787	559630	560250	+	621	1631	2000	1534	422	556	460
ACSMXK_02710.t01	CP195787	560285	562225	-	1941	1252	1672	1271	310	266	312
ACSMXK_02715.t01	CP195787	562520	563263	+	744	2292	3177	2737	1796	2062	2066
ACSMXK_02720.t01	CP195787	563301	563864	-	564	3872	4551	3579	4401	5770	5884
ACSMXK_02725.t01	CP195787	564175	564381	+	207	4876	5472	5067	28597	32009	34880
ACSMXK_02730.t01	CP195787	564414	565733	-	1320	2218	2822	2176	408	432	436
ACSMXK_02735.t01	CP195787	566247	567962	+	1716	6752	9870	8695	4400	4545	5498
ACSMXK_02740.t01	CP195787	567959	571726	+	3768	6935	9065	7838	2135	2261	2603
ACSMXK_02745.t01	CP195787	571729	572085	+	357	3526	4553	3663	1252	1514	1649
ACSMXK_02750.t01	CP195787	572413	573894	+	1482	2608	3102	2308	616	655	605
ACSMXK_02755.t01	CP195787	574027	574557	-	531	6415	7914	6522	1466	1917	2021
ACSMXK_02760.t01	CP195787	574658	575107	-	450	731	745	548	228	261	260
ACSMXK_02765.t01	CP195787	575166	575576	-	411	934	1181	879	271	299	307
ACSMXK_02770.t01	CP195787	575754	577313	+	1560	1253	1198	958	277	305	395
ACSMXK_02775.t01	CP195787	577350	578357	-	1008	2683	3831	3321	1110	996	1215
ACSMXK_02780.t01	CP195787	578525	579880	+	1356	1707	2142	1664	494	518	435
ACSMXK_02785.t01	CP195787	579965	580510	-	546	1686	2109	1742	441	518	492
ACSMXK_02790.t01	CP195787	580624	581964	+	1341	6507	9290	8119	3301	3746	4226
ACSMXK_02795.t01	CP195787	582060	582446	+	387	3897	4483	3884	2725	3005	3228
ACSMXK_02800.t01	CP195787	582479	583279	-	801	639	655	538	170	183	210
ACSMXK_02805.t01	CP195787	583314	584210	-	897	286	380	323	158	177	214
ACSMXK_02810.t01	CP195787	584377	585282	+	906	20	32	20	19	22	22
ACSMXK_02815.t01	CP195787	585297	586172	+	876	57	79	48	26	18	37
ACSMXK_02820.t01	CP195787	586186	587427	+	1242	72	136	92	46	56	69
ACSMXK_02825.t01	CP195787	587454	588296	+	843	103	152	117	39	66	22
ACSMXK_02830.t01	CP195787	588337	590394	+	2058	207	320	212	90	91	95
ACSMXK_02835.t01	CP195787	590407	591318	+	912	127	143	133	48	48	37
ACSMXK_02840.t01	CP195787	591362	592756	+	1395	143	164	140	51	111	134
ACSMXK_02845.t01	CP195787	592782	594221	+	1440	181	185	176	97	79	95
ACSMXK_02850.t01	CP195787	594519	594863	+	345	154	181	157	46	75	54
ACSMXK_02855.t01	CP195787	594892	595248	+	357	106	75	104	56	59	26
ACSMXK_02860.t01	CP195787	595252	595548	+	297	93	109	93	38	35	21
ACSMXK_02865.t01	CP195787	595582	596358	+	777	101	155	122	31	61	69
ACSMXK_02870.t01	CP195787	596372	597016	+	645	164	125	143	42	62	61
ACSMXK_02875.t01	CP195787	597070	598203	+	1134	424	583	468	208	256	295
ACSMXK_02880.t01	CP195787	598187	599302	+	1116	372	489	364	239	214	257
ACSMXK_02885.t01	CP195787	599302	600042	+	741	307	318	331	253	244	185
ACSMXK_02890.t01	CP195787	600161	602074	+	1914	924	1322	1072	408	444	478
ACSMXK_02895.t01	CP195787	602113	603012	-	900	913	1200	816	218	288	265
ACSMXK_02900.t01	CP195787	603142	603846	+	705	726	1070	960	243	236	236
ACSMXK_02905.t01	CP195787	604050	604622	-	573	1208	1601	1199	235	280	315
ACSMXK_02910.t01	CP195787	604637	605224	-	588	523	664	446	77	56	59
ACSMXK_02915.t01	CP195787	605239	605634	-	396	424	524	380	112	90	128
ACSMXK_02920.t01	CP195787	605592	607631	-	2040	4634	5639	4558	1166	1278	1282
ACSMXK_02925.t01	CP195787	607694	608554	+	861	961	1251	997	160	199	188
ACSMXK_02930.r01	CP195787	608609	608984	+	376	241032	280362	250556	1454308	1377939	1182057
ACSMXK_02935.t01	CP195787	609445	611055	+	1611	946	1232	1048	191	232	195
ACSMXK_02940.t01	CP195787	611487	611633	+	147	85	85	79	27	27	18
ACSMXK_02945.t01	CP195787	611644	612972	+	1329	1713	2193	2097	723	838	807
ACSMXK_02950.t01	CP195787	613030	614004	-	975	2770	4022	3189	1140	1322	1451
ACSMXK_02955.t01	CP195787	614260	615180	+	921	792	1092	781	169	116	211
ACSMXK_02960.t01	CP195787	615207	615899	-	693	444	484	442	110	147	157
ACSMXK_02965.t01	CP195787	615872	616495	-	624	370	446	318	135	102	172
ACSMXK_02970.t01	CP195787	616670	617080	-	411	974	1200	986	256	332	415
ACSMXK_02975.t01	CP195787	617283	617567	-	285	3319	5142	4336	1706	2132	2387
ACSMXK_02980.t01	CP195787	617567	617962	-	396	6660	9962	9188	3301	3882	4301
