# Program:featureCounts v2.1.1; Command:"featureCounts" "-F" "GTF" "-t" "exon" "-g" "transcript_id" "-T" "64" "-p" "-B" "-C" "-Q" "10" "-s" "0" "-a" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/burkholderia.gtf" "-o" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/counts/burkholderia/counts_burkholderia.txt" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/B_3.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_1.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_2.sorted.bam" "/mnt/user/lanc/数据/种子代谢物复苏优势菌/转录组/TPL2025061860/CleanData/results/bam/CK_B_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	B_1.sorted.bam	B_2.sorted.bam	B_3.sorted.bam	CK_B_1.sorted.bam	CK_B_2.sorted.bam	CK_B_3.sorted.bam
ACSMXP_01465.t01	CP195871	331299	332612	+	1314	1064	716	695	364	239	223
ACSMXP_01470.t01	CP195871	332676	333950	+	1275	617	444	469	143	66	59
ACSMXP_01475.t01	CP195871	333947	334972	+	1026	850	693	625	180	156	117
ACSMXP_01480.t01	CP195871	335257	336432	+	1176	295	305	293	191	156	142
ACSMXP_01485.t01	CP195871	336576	337895	+	1320	465	389	350	401	421	328
ACSMXP_01490.t01	CP195871	337944	338723	+	780	268	174	207	202	180	144
ACSMXP_01495.t01	CP195871	338726	339640	+	915	215	122	126	94	44	39
ACSMXP_01500.t01	CP195871	339735	340718	-	984	504	321	351	637	431	360
ACSMXP_01505.t01	CP195871	340919	341455	+	537	180	148	158	344	364	211
ACSMXP_01510.t01	CP195871	341481	343328	+	1848	2832	3121	2702	5505	5559	3557
ACSMXP_01515.t01	CP195871	343641	344021	+	381	13128	16061	13115	6267	6183	4143
ACSMXP_01520.t01	CP195871	344194	344664	+	471	8137	8689	7277	3412	2759	1964
ACSMXP_01525.t01	CP195871	344781	346883	+	2103	19507	20699	17529	10351	11466	7718
ACSMXP_01530.t01	CP195871	346924	348114	+	1191	3175	4234	3338	1761	1800	1256
ACSMXP_01535.t01	CP195871	348263	348574	+	312	3998	3800	3413	6407	6322	3980
ACSMXP_01540.t01	CP195871	348761	349411	+	651	10513	10385	9471	8621	10048	6463
ACSMXP_01545.t01	CP195871	349411	350031	+	621	3680	3067	3116	3704	4370	2539
ACSMXP_01550.t01	CP195871	350028	350342	+	315	1263	1272	1143	1676	1779	1292
ACSMXP_01555.t01	CP195871	350345	351172	+	828	6324	5173	4808	10779	11199	7815
ACSMXP_01560.t01	CP195871	351183	351458	+	276	1350	1208	1056	2649	2659	1902
ACSMXP_01565.t01	CP195871	351471	351800	+	330	2509	2351	2229	3940	4528	3170
ACSMXP_01570.t01	CP195871	351812	352612	+	801	5502	5342	4848	11215	11988	8328
ACSMXP_01575.t01	CP195871	352615	353031	+	417	3204	3088	2863	5716	6204	4591
ACSMXP_01580.t01	CP195871	353041	353235	+	195	983	939	872	2175	2208	1772
ACSMXP_01585.t01	CP195871	353232	353504	+	273	4206	3944	3561	11498	11440	8127
ACSMXP_01590.t01	CP195871	353808	354176	+	369	10674	9362	8844	5841	6611	4250
ACSMXP_01595.t01	CP195871	354186	354491	+	306	3567	3369	3111	2558	3133	1793
ACSMXP_01600.t01	CP195871	354506	355045	+	540	7181	7268	6421	7035	7384	4494
ACSMXP_01605.t01	CP195871	355053	355358	+	306	1700	1902	1559	700	549	515
ACSMXP_01610.t01	CP195871	355373	355768	+	396	5099	4986	4331	6297	7023	4174
ACSMXP_01615.t01	CP195871	355785	356315	+	531	7576	7663	7100	7206	8019	4816
ACSMXP_01620.t01	CP195871	356328	356693	+	366	4522	4822	3981	4957	6252	3622
ACSMXP_01625.t01	CP195871	356708	357226	+	519	8543	9863	8170	11715	13879	8508
ACSMXP_01630.t01	CP195871	357242	357424	+	183	2273	2701	2467	4294	5717	3438
ACSMXP_01635.t01	CP195871	357452	357886	+	435	7016	8450	6645	15016	15632	9945
ACSMXP_01640.t01	CP195871	357930	359276	+	1347	15212	15321	13739	14284	14218	10485
ACSMXP_01645.t01	CP195871	359284	359502	+	219	3405	3618	3346	5556	6960	4616
ACSMXP_01650.t01	CP195871	359523	359639	+	117	730	886	764	1079	1173	897
ACSMXP_01655.t01	CP195871	359678	360043	+	366	7208	7676	6651	10023	9854	7950
ACSMXP_01660.t01	CP195871	360067	360468	+	402	9460	9551	8258	16709	16846	11687
ACSMXP_01665.t01	CP195871	360612	361235	+	624	14113	14717	12694	13674	13255	9858
ACSMXP_01670.t01	CP195871	361357	362334	+	978	7486	7171	6442	9200	9261	6196
ACSMXP_01675.t01	CP195871	362477	362869	+	393	5428	3978	4333	3229	3520	2493
ACSMXP_01680.t01	CP195871	363050	363376	+	327	389	384	404	1013	972	684
ACSMXP_01685.t01	CP195871	363369	365354	+	1986	1416	1187	1086	1775	1707	1317
ACSMXP_01690.t01	CP195871	365462	366460	-	999	7328	9518	7769	6361	7914	4459
ACSMXP_01695.t01	CP195871	366705	367364	-	660	3026	3379	2794	1951	2063	1313
ACSMXP_01700.t01	CP195871	367617	368270	+	654	10333	13247	10572	23442	23069	18950
ACSMXP_01705.t01	CP195871	368394	370574	+	2181	2813	2763	2509	6353	5853	4638
ACSMXP_01710.t01	CP195871	370579	371799	+	1221	2629	2665	2408	5464	4920	3905
ACSMXP_01715.t01	CP195871	371955	372950	+	996	1007	835	756	2146	1755	1329
ACSMXP_01720.t01	CP195871	372961	373620	+	660	355	350	283	542	520	353
ACSMXP_01725.t01	CP195871	373736	375007	-	1272	1884	1935	1667	1894	2043	1226
ACSMXP_01730.t01	CP195871	375014	375280	-	267	949	937	792	459	410	306
ACSMXP_01735.t01	CP195871	375317	375643	+	327	948	1300	1004	2562	1973	2000
ACSMXP_01740.t01	CP195871	375750	378200	-	2451	2135	2406	1852	2397	2145	1679
ACSMXP_01745.t01	CP195871	378509	379411	+	903	182	186	139	162	110	86
ACSMXP_01750.t01	CP195871	379435	380085	+	651	38	27	38	11	12	11
ACSMXP_01755.t01	CP195871	380082	381005	+	924	123	105	85	125	71	49
ACSMXP_01760.t01	CP195871	381002	382894	+	1893	620	591	586	471	388	366
ACSMXP_01765.t01	CP195871	382979	383533	+	555	3318	3782	3212	6450	4594	4491
ACSMXP_01770.t01	CP195871	383530	384609	+	1080	2592	2969	2361	2558	2115	1714
ACSMXP_01775.t01	CP195871	384731	385957	+	1227	2154	2242	1828	2804	2554	1981
ACSMXP_01780.t01	CP195871	386049	387374	+	1326	1343	1652	1311	3043	2345	2124
ACSMXP_01785.t01	CP195871	387437	388321	+	885	160	152	153	164	118	85
ACSMXP_01790.t01	CP195871	388318	389163	+	846	210	142	158	365	264	246
ACSMXP_01795.t01	CP195871	389189	390274	+	1086	277	218	259	727	583	478
ACSMXP_01800.t01	CP195871	390292	391050	+	759	522	301	371	650	634	456
ACSMXP_01805.t01	CP195871	391359	392090	-	732	30470	45740	33977	54799	39108	47210
ACSMXP_01810.t01	CP195871	392285	393010	+	726	15066	21523	15790	19587	13088	13200
ACSMXP_01815.t01	CP195871	393291	397991	+	4701	28813	38234	29993	32431	25959	22401
ACSMXP_01820.t01	CP195871	398087	399553	+	1467	8128	11443	8778	8781	7048	6719
ACSMXP_01825.t01	CP195871	399656	401413	-	1758	1040	1124	958	954	1194	735
ACSMXP_01830.t01	CP195871	402146	403303	+	1158	841	794	712	921	916	630
ACSMXP_01835.t01	CP195871	403331	403528	+	198	86	81	67	80	63	45
ACSMXP_01840.t01	CP195871	403570	404385	+	816	510	358	461	312	247	211
ACSMXP_01845.t01	CP195871	404382	405503	+	1122	441	360	356	271	267	191
ACSMXP_01850.t01	CP195871	405826	406647	+	822	1558	1688	1479	1977	1718	1242
ACSMXP_01855.t01	CP195871	406644	407411	+	768	1056	1164	992	1229	1030	783
ACSMXP_01860.t01	CP195871	407427	407933	+	507	1064	1362	1077	1603	1491	1017
ACSMXP_01865.t01	CP195871	407989	408909	+	921	2701	2733	2327	4480	4104	2817
ACSMXP_01870.t01	CP195871	409019	409645	+	627	1693	1810	1485	3558	2571	2396
ACSMXP_01875.t01	CP195871	409642	409911	+	270	433	534	460	930	770	649
ACSMXP_01880.t01	CP195871	410119	411045	+	927	1450	1077	1145	1051	1274	732
ACSMXP_01885.t01	CP195871	411042	411797	+	756	426	385	361	309	283	243
ACSMXP_01890.t01	CP195871	411818	412057	+	240	288	395	240	448	521	246
ACSMXP_01895.t01	CP195871	412074	413429	+	1356	958	1024	896	670	729	417
ACSMXP_01900.t01	CP195871	413426	414082	+	657	1205	1577	1303	2825	2437	1943
ACSMXP_01905.t01	CP195871	414123	415451	+	1329	1838	2228	1830	3079	2665	2086
ACSMXP_01910.t01	CP195871	415610	416680	+	1071	830	767	804	653	573	462
ACSMXP_01915.t01	CP195871	416763	417350	+	588	2335	2595	2181	1413	1226	1086
ACSMXP_01920.t01	CP195871	417426	418046	+	621	736	690	605	420	369	309
ACSMXP_01925.t01	CP195871	418043	418684	+	642	983	1186	886	1918	1569	1341
ACSMXP_01930.t01	CP195871	418847	419602	+	756	5712	7206	5983	15926	13362	12252
ACSMXP_01935.t01	CP195871	419689	420462	+	774	2162	2280	1949	3589	3464	2475
ACSMXP_01940.t01	CP195871	420462	420887	+	426	946	1002	827	1420	1332	1059
ACSMXP_01945.t01	CP195871	420884	421249	+	366	1036	1031	880	1660	1646	1353
ACSMXP_01950.t01	CP195871	421298	421705	+	408	1442	1636	1260	3312	2789	2292
ACSMXP_01955.t01	CP195871	421731	422096	+	366	1737	2260	1783	5767	5459	4158
ACSMXP_01960.t01	CP195871	422212	422451	+	240	942	1257	1002	2018	1959	1603
ACSMXP_01965.t01	CP195871	422478	423032	+	555	2364	2484	2037	3513	3176	2448
ACSMXP_01970.t01	CP195871	423080	423859	+	780	1004	977	952	1895	1584	1466
ACSMXP_01975.t01	CP195871	424015	425223	-	1209	5169	5723	4670	4451	3866	3156
ACSMXP_01980.t01	CP195871	425245	425991	+	747	2901	3508	2805	3118	3078	2474
ACSMXP_01985.t01	CP195871	426212	426832	+	621	3470	4636	3578	13978	11335	11313
ACSMXP_01990.t01	CP195871	426832	428214	+	1383	1795	2051	1779	4988	3830	4320
ACSMXP_01995.t01	CP195871	428237	428995	+	759	8165	10394	8418	12021	10417	9904
ACSMXP_02000.t01	CP195871	429091	429702	+	612	6369	6088	5233	6969	5895	4861
ACSMXP_02005.t01	CP195871	429770	430270	+	501	1967	1864	1660	2191	1955	1445
ACSMXP_02010.r01	CP195871	430289	430364	+	76	31	34	29	14	11	11
ACSMXP_02015.t01	CP195871	430455	430739	-	285	112	129	110	74	64	60
ACSMXP_02020.t01	CP195871	430736	431128	-	393	91	123	106	211	192	202
ACSMXP_02025.t01	CP195871	431583	432026	+	444	590	581	543	2262	1729	1828
ACSMXP_02030.t01	CP195871	432413	433597	+	1185	417	338	326	694	1188	579
ACSMXP_02035.t01	CP195871	433694	434479	-	786	2882	2783	2494	2875	2738	2059
ACSMXP_02040.t01	CP195871	434476	435822	-	1347	5789	5559	4886	3986	3448	3063
ACSMXP_02045.t01	CP195871	435923	436540	-	618	3470	3354	2885	2289	1561	1664
ACSMXP_02050.t01	CP195871	436914	437570	+	657	14826	15281	13670	15368	10067	11551
ACSMXP_02055.t01	CP195871	437607	438125	+	519	12730	12885	11398	8645	6347	5981
ACSMXP_02060.t01	CP195871	438141	439631	+	1491	48238	45695	41696	19240	13331	13675
ACSMXP_02065.t01	CP195871	439708	440211	+	504	48654	47281	41207	16358	11264	13892
ACSMXP_02070.t01	CP195871	440300	440782	+	483	6396	5488	5569	1088	597	834
ACSMXP_02075.t01	CP195871	440860	442698	+	1839	4731	3886	3900	1432	1035	969
ACSMXP_02080.t01	CP195871	442662	443759	+	1098	2041	2214	1781	996	854	698
ACSMXP_02085.t01	CP195871	443836	446511	+	2676	5437	5653	4955	3301	2799	2297
ACSMXP_02090.t01	CP195871	446649	447803	+	1155	1796	1675	1572	1556	1387	1091
ACSMXP_02095.t01	CP195871	447897	448934	-	1038	1134	942	955	1115	762	714
ACSMXP_02100.t01	CP195871	448939	449925	-	987	906	891	778	891	539	554
ACSMXP_02105.t01	CP195871	449922	453797	-	3876	4827	4424	3921	3629	2710	2635
ACSMXP_02110.t01	CP195871	454071	454922	-	852	5079	5501	4505	3397	1905	2658
ACSMXP_02115.t01	CP195871	455046	456095	+	1050	3926	4197	3707	3045	1878	2484
ACSMXP_02120.t01	CP195871	456597	457628	+	1032	534	548	489	1147	984	800
ACSMXP_02125.t01	CP195871	457713	457865	-	153	47	62	69	99	77	74
ACSMXP_02130.t01	CP195871	457898	458875	-	978	372	326	294	405	289	290
ACSMXP_02135.t01	CP195871	459018	459947	+	930	160	122	130	281	230	234
ACSMXP_02140.t01	CP195871	460046	460528	+	483	465	509	396	1464	1369	1252
ACSMXP_02145.t01	CP195871	460738	461871	+	1134	915	763	576	732	768	436
ACSMXP_02150.t01	CP195871	461983	462837	+	855	1048	874	822	346	323	274
ACSMXP_02155.t01	CP195871	462895	463473	-	579	288	349	284	246	205	174
ACSMXP_02160.t01	CP195871	463616	464233	-	618	693	1002	802	315	299	260
ACSMXP_02165.t01	CP195871	464412	465695	+	1284	584	525	404	276	235	190
ACSMXP_02170.t01	CP195871	465939	466541	+	603	771	765	663	1693	1527	1052
ACSMXP_02175.t01	CP195871	466886	468145	+	1260	802	822	726	1325	1123	757
ACSMXP_02180.t01	CP195871	468428	468631	-	204	13474	18145	14149	4978	3774	4006
ACSMXP_02185.t01	CP195871	469066	470664	+	1599	1597	1802	1486	2478	2244	1480
ACSMXP_02190.t01	CP195871	470795	471604	-	810	592	675	504	309	308	246
ACSMXP_02195.t01	CP195871	471737	472336	-	600	1417	1682	1335	932	742	659
ACSMXP_02200.t01	CP195871	472350	472661	-	312	3807	5307	4317	7047	6367	5309
ACSMXP_02205.t01	CP195871	472826	473674	-	849	323	402	251	417	401	368
ACSMXP_02210.t01	CP195871	473689	474771	-	1083	870	890	792	415	336	243
ACSMXP_02215.t01	CP195871	474864	476150	-	1287	5981	8769	6597	5572	4845	3953
ACSMXP_02220.t01	CP195871	476699	476950	+	252	2205	2463	1944	1120	665	832
ACSMXP_02225.t01	CP195871	476978	478792	+	1815	1139	1272	1156	825	529	486
ACSMXP_02230.t01	CP195871	478849	479472	+	624	502	519	473	350	178	197
ACSMXP_02235.t01	CP195871	479570	481237	-	1668	5363	5164	4632	5158	6134	3627
ACSMXP_02240.t01	CP195871	481653	481997	+	345	428	418	333	833	674	511
ACSMXP_02245.t01	CP195871	482310	483713	+	1404	2103	1738	1694	588	610	386
ACSMXP_02250.t01	CP195871	484022	484771	+	750	981	1164	837	1637	1285	979
ACSMXP_02255.t01	CP195871	484868	485752	+	885	899	1009	749	1190	1068	860
ACSMXP_02260.t01	CP195871	485749	487101	+	1353	778	876	796	1300	1207	935
ACSMXP_02265.t01	CP195871	487178	488665	-	1488	413	297	318	5405	5758	4032
ACSMXP_02270.t01	CP195871	488731	491823	-	3093	1094	716	815	6328	6856	5077
ACSMXP_02275.t01	CP195871	491820	492965	-	1146	267	245	276	1971	1669	1545
ACSMXP_02280.t01	CP195871	493005	493589	-	585	247	236	194	2571	2029	2046
ACSMXP_02285.t01	CP195871	493685	494590	+	906	353	338	290	822	661	647
ACSMXP_02290.t01	CP195871	495274	495912	+	639	1102	1583	1164	15283	13437	12145
ACSMXP_02295.t01	CP195871	496034	496672	+	639	416	466	453	4016	4129	3016
ACSMXP_02300.t01	CP195871	496669	498360	+	1692	946	622	734	17877	15599	12032
ACSMXP_02305.t01	CP195871	498480	499463	+	984	267	251	262	6837	6000	4540
ACSMXP_02310.t01	CP195871	499460	500629	+	1170	185	154	173	3640	3462	2780
ACSMXP_02315.t01	CP195871	500663	501304	-	642	277	328	244	4051	4064	3280
ACSMXP_02320.t01	CP195871	501301	501678	-	378	436	384	330	814	642	562
ACSMXP_02325.t01	CP195871	501845	502939	-	1095	2869	2502	2396	2343	2356	1487
ACSMXP_02330.t01	CP195871	503338	503703	-	366	2946	4162	3254	21933	17619	15462
ACSMXP_02335.t01	CP195871	503833	503955	-	123	82	69	61	685	421	636
ACSMXP_02340.t01	CP195871	504457	505638	+	1182	1365	1259	1169	5508	5110	3499
ACSMXP_02345.t01	CP195871	505809	506534	+	726	2814	3406	2549	6686	6124	4876
ACSMXP_02350.t01	CP195871	506677	508467	+	1791	1637	1806	1522	2485	2136	1673
ACSMXP_02355.t01	CP195871	508612	509211	+	600	1638	1617	1581	308	273	212
ACSMXP_02360.t01	CP195871	509344	510204	-	861	755	733	696	426	368	252
ACSMXP_02365.t01	CP195871	510208	510834	-	627	672	529	476	422	404	293
ACSMXP_02370.t01	CP195871	510846	511631	-	786	1639	1524	1275	996	943	702
ACSMXP_02375.t01	CP195871	511710	512741	-	1032	1981	2091	1865	1599	1438	1011
ACSMXP_02380.t01	CP195871	512753	513343	-	591	1255	1614	1380	2103	1854	1292
ACSMXP_02385.t01	CP195871	513357	514850	-	1494	3253	4311	3505	2483	2486	1753
ACSMXP_02390.t01	CP195871	515204	515920	-	717	3648	4010	3465	2613	2354	1838
ACSMXP_02395.t01	CP195871	515925	516611	-	687	2582	2709	2273	1553	1572	1346
ACSMXP_02400.t01	CP195871	516608	516868	-	261	30	17	18	23	27	21
ACSMXP_02405.t01	CP195871	516794	517168	+	375	1037	1227	1035	1981	1870	1561
ACSMXP_02410.t01	CP195871	517257	518486	+	1230	1048	1152	950	2383	2248	1601
ACSMXP_02415.t01	CP195871	518542	519837	-	1296	344	247	264	2660	2754	1947
ACSMXP_02420.t01	CP195871	519890	520366	-	477	189	77	95	739	860	508
ACSMXP_02425.t01	CP195871	520368	521159	-	792	397	323	305	1635	1708	1122
ACSMXP_02430.t01	CP195871	521254	522948	-	1695	2220	3032	2384	6038	6589	4495
ACSMXP_02435.t01	CP195871	523086	523862	+	777	1722	2304	1956	2164	2185	1824
ACSMXP_02440.r01	CP195871	524430	525962	+	1533	0	0	0	0	0	0
ACSMXP_02445.r01	CP195871	526027	526103	+	77	0	0	0	0	0	0
ACSMXP_02450.r01	CP195871	526140	526215	+	76	9	7	6	21	12	9
ACSMXP_02455.r01	CP195871	526520	529399	+	2880	347	379	392	515	474	291
ACSMXP_02460.r01	CP195871	529586	529699	+	114	374	375	365	135	80	90
ACSMXP_02465.t01	CP195871	529812	531890	+	2079	4895	6326	4814	4116	3283	3195
ACSMXP_02470.t01	CP195871	532085	533758	+	1674	5820	8603	6395	8913	8314	7126
ACSMXP_02475.t01	CP195871	533914	535092	-	1179	809	746	739	16030	16096	9615
ACSMXP_02480.t01	CP195871	535373	535999	+	627	1219	1610	1301	2323	2406	1770
ACSMXP_02485.t01	CP195871	536376	536804	+	429	999	1329	971	4887	5195	4683
ACSMXP_02490.t01	CP195871	536828	537769	+	942	2564	3343	2636	13305	11999	11072
ACSMXP_02495.t01	CP195871	537766	538101	+	336	177	191	122	466	398	352
ACSMXP_02500.t01	CP195871	538098	539966	+	1869	1955	2149	1791	4961	4177	3982
ACSMXP_02505.t01	CP195871	539963	541507	+	1545	951	1023	845	3422	3048	2472
ACSMXP_02510.t01	CP195871	541504	542910	+	1407	1074	1365	1063	6338	5983	4453
ACSMXP_02515.t01	CP195871	542926	544095	+	1170	863	1003	773	2532	1666	1769
ACSMXP_02520.t01	CP195871	544121	545632	+	1512	785	886	777	3479	2864	2667
ACSMXP_02525.t01	CP195871	545629	546915	+	1287	688	841	713	2304	1907	1795
ACSMXP_02530.t01	CP195871	546912	548015	+	1104	512	571	442	1893	1573	1302
ACSMXP_02535.t01	CP195871	548012	549409	+	1398	864	1147	909	3886	3513	2800
ACSMXP_02540.t01	CP195871	549411	550352	+	942	629	553	487	2273	2021	1696
ACSMXP_02545.t01	CP195871	550372	551124	+	753	584	605	501	1592	1550	1274
ACSMXP_02550.t01	CP195871	551150	552382	+	1233	1176	1456	1151	5834	5093	4555
ACSMXP_02555.t01	CP195871	552486	553679	+	1194	5325	6072	4772	32650	26352	22451
ACSMXP_02560.t01	CP195871	553863	554369	+	507	1988	2212	1883	12331	10863	9045
ACSMXP_02565.t01	CP195871	554621	555538	+	918	6053	10578	7358	10194	9310	8304
ACSMXP_02570.t01	CP195871	555617	556099	-	483	986	1328	1082	1239	1095	950
ACSMXP_02575.t01	CP195871	556460	559261	+	2802	17884	23005	17992	20123	21906	14642
ACSMXP_02580.t01	CP195871	559432	560673	+	1242	2838	2815	2483	2344	2463	1467
ACSMXP_02585.t01	CP195871	560743	561612	+	870	1694	2257	1826	1791	1982	1117
ACSMXP_02590.t01	CP195871	561609	562049	+	441	1353	1601	1412	1527	1585	1119
ACSMXP_02595.t01	CP195871	562168	562368	-	201	1085	1165	1041	2345	2133	1843
ACSMXP_02600.t01	CP195871	562373	563128	-	756	4210	6468	4833	5133	4146	4342
ACSMXP_02605.t01	CP195871	563284	563892	-	609	325	300	252	946	877	575
ACSMXP_02610.t01	CP195871	563897	564787	-	891	212	189	180	239	290	200
ACSMXP_02615.t01	CP195871	564848	566056	-	1209	233	299	241	452	349	328
ACSMXP_02620.t01	CP195871	566053	567294	-	1242	323	272	276	555	510	420
ACSMXP_02625.t01	CP195871	567451	568746	-	1296	1442	1345	1180	942	667	603
ACSMXP_02630.r01	CP195871	568888	568964	-	77	49	44	53	19	12	13
ACSMXP_02635.t01	CP195871	568995	569987	-	993	3524	4231	3355	4363	3868	3092
ACSMXP_02640.t01	CP195871	570365	570676	+	312	15631	20829	15946	10447	11540	7399
ACSMXP_02645.t01	CP195871	570704	570967	+	264	6775	9037	6574	6768	6755	4693
ACSMXP_02650.t01	CP195871	571151	572260	+	1110	3623	5171	3951	6402	5986	4715
ACSMXP_02655.t01	CP195871	572366	573484	+	1119	2218	2769	2243	3397	3202	2331
ACSMXP_02660.t01	CP195871	573576	574145	-	570	2627	2824	2315	493	426	344
ACSMXP_02665.t01	CP195871	574225	574860	-	636	25621	43203	31255	27088	23227	21462
ACSMXP_02670.t01	CP195871	575092	576828	+	1737	7736	9531	7611	6824	7494	4885
ACSMXP_02675.t01	CP195871	576870	577469	+	600	872	1036	924	704	676	562
ACSMXP_02680.t01	CP195871	577564	578115	-	552	2465	2844	2385	2922	2503	2323
ACSMXP_02685.t01	CP195871	578258	579625	-	1368	7363	9757	8002	9396	9459	6659
ACSMXP_02690.t01	CP195871	579713	580615	+	903	1643	1809	1686	1413	1166	1004
ACSMXP_02695.t01	CP195871	580629	580949	+	321	482	581	491	640	511	397
ACSMXP_02700.t01	CP195871	580946	581530	+	585	657	841	590	703	643	499
ACSMXP_02705.t01	CP195871	581992	584973	+	2982	18462	15670	15205	55008	50349	41153
ACSMXP_02710.t01	CP195871	585011	585265	+	255	1111	552	762	11209	9759	8194
ACSMXP_02715.t01	CP195871	585329	586552	+	1224	13151	15625	12354	106115	100527	77849
ACSMXP_02720	CP195871	586629	586956	+	328	2603	2949	2540	6770	5732	5517
ACSMXP_02725.t01	CP195871	586985	587590	+	606	24500	38450	28166	125359	97216	88146
ACSMXP_02730.t01	CP195871	587830	588306	-	477	4120	5493	4244	25836	24820	19669
ACSMXP_02735.t01	CP195871	588329	589267	-	939	5462	6570	5313	33102	29056	26276
ACSMXP_02740.t01	CP195871	589364	589867	-	504	2380	2779	2314	5988	5037	3688
ACSMXP_02745.t01	CP195871	589944	591221	-	1278	1459	1427	1318	1930	1850	1415
ACSMXP_02750.t01	CP195871	591265	592167	-	903	979	971	826	1676	1572	1154
ACSMXP_02755.t01	CP195871	592170	593537	-	1368	2061	2062	1802	2534	2456	1647
ACSMXP_02760.t01	CP195871	593593	594063	-	471	927	845	791	978	1268	895
ACSMXP_02765.t01	CP195871	594132	594584	-	453	1705	1904	1591	2159	1487	1418
ACSMXP_02770.t01	CP195871	594780	595331	-	552	2009	2826	2141	1820	1769	1342
ACSMXP_02775.t01	CP195871	595321	595992	-	672	2373	2966	2219	1058	972	710
ACSMXP_02780.t01	CP195871	596203	597600	+	1398	2448	2205	2076	1546	1602	1003
ACSMXP_02785.t01	CP195871	597597	598175	+	579	510	446	402	416	396	273
ACSMXP_02790.t01	CP195871	598273	600351	+	2079	2465	2728	2312	2288	2164	1614
ACSMXP_02795.t01	CP195871	600348	601226	+	879	572	561	491	438	481	331
ACSMXP_02800.t01	CP195871	601260	602015	+	756	454	431	461	276	238	197
ACSMXP_02805.t01	CP195871	602415	603350	+	936	826	821	693	1240	889	790
ACSMXP_02810.t01	CP195871	603347	604351	+	1005	323	299	250	517	392	331
ACSMXP_02815.t01	CP195871	604384	605064	+	681	323	217	226	428	419	334
ACSMXP_02820.t01	CP195871	605061	605840	+	780	359	344	309	472	319	307
ACSMXP_02825.t01	CP195871	605998	606993	+	996	872	760	696	2475	1637	1617
ACSMXP_02830.t01	CP195871	607095	608606	+	1512	688	535	596	925	638	596
ACSMXP_02835.t01	CP195871	608680	609696	+	1017	404	297	368	595	412	395
ACSMXP_02840.t01	CP195871	609716	610504	+	789	557	576	402	1022	878	673
ACSMXP_02845.t01	CP195871	610551	611642	+	1092	571	497	421	1160	848	635
ACSMXP_02850.t01	CP195871	611720	612547	+	828	941	859	806	855	898	632
ACSMXP_02855.t01	CP195871	612644	613144	-	501	444	615	444	573	552	398
ACSMXP_02860.t01	CP195871	613166	613744	-	579	250	300	275	242	178	193
ACSMXP_02865.t01	CP195871	613953	614954	-	1002	681	717	544	519	493	339
ACSMXP_02870.t01	CP195871	615121	617421	+	2301	9634	13626	10280	5286	4786	3690
ACSMXP_02875.t01	CP195871	617869	618291	+	423	8428	12120	9076	5493	5414	3890
ACSMXP_02880.t01	CP195871	618308	618883	+	576	3509	4371	3616	3015	3010	2233
ACSMXP_02885.t01	CP195871	619064	619792	+	729	710	687	658	591	489	354
ACSMXP_02890.t01	CP195871	619869	620630	-	762	695	829	576	954	859	542
ACSMXP_02895.t01	CP195871	620627	621043	-	417	461	539	457	948	727	647
ACSMXP_02900.t01	CP195871	621083	621940	-	858	1192	1757	1282	1782	1400	1492
ACSMXP_02905.t01	CP195871	622297	624318	+	2022	17011	20006	16480	12447	13573	7875
ACSMXP_02910.t01	CP195871	624414	625424	+	1011	24544	21752	20270	32314	35320	24505
ACSMXP_02915.t01	CP195871	625545	626237	-	693	460	479	438	893	729	510
ACSMXP_02920.t01	CP195871	626446	627786	+	1341	443	293	280	396	216	336
ACSMXP_02925.t01	CP195871	627903	628913	+	1011	467	242	258	443	273	389
ACSMXP_02930.t01	CP195871	628927	629469	+	543	245	134	151	181	121	129
ACSMXP_02935.t01	CP195871	629613	630041	-	429	6070	9310	6614	8387	7012	5821
ACSMXP_02940.t01	CP195871	630198	631079	+	882	5959	6972	5362	4676	4806	3615
ACSMXP_02945.t01	CP195871	631207	632004	+	798	1459	1480	1325	881	894	575
ACSMXP_02950.t01	CP195871	632027	632725	+	699	372	395	311	164	186	100
ACSMXP_02955.t01	CP195871	632739	633233	+	495	277	285	230	235	208	143
ACSMXP_02960.t01	CP195871	633443	636037	+	2595	12902	16043	12738	8887	9667	6052
ACSMXP_02965.t01	CP195871	636064	636615	+	552	1987	2506	1969	1274	1352	935
ACSMXP_02970.t01	CP195871	636669	637826	+	1158	2121	2467	1942	1325	1420	825
